Type,Produit,Date de début,Date de fin,Description,Montant,Frais,Devise,État,Solde
Paiement par carte,Valeur actuelle,2024-11-20 07:20:25,2024-11-21 11:31:18,SNCF,-6.40,0.00,EUR,TERMINÉ,18.13
Changes,Valeur actuelle,2024-11-22 07:46:06,2024-11-22 07:46:06,Change en CHF,-10.82,0.00,EUR,TERMINÉ,7.31
Changes,Valeur actuelle,2024-11-22 08:21:56,2024-11-22 08:21:56,Change en CHF,-5.41,0.00,EUR,TERMINÉ,1.90
Ajout de fonds,Valeur actuelle,2024-11-26 19:59:08,2024-11-26 19:59:09,Paiement envoyé par MONDIAL RELAY,2690.00,0.00,EUR,TERMINÉ,2691.90
Changes,Valeur actuelle,2024-11-26 20:42:39,2024-11-26 20:42:39,Change en USD,-96.00,0.00,EUR,TERMINÉ,2595.90
Changes,Valeur actuelle,2024-11-26 20:44:57,2024-11-26 20:44:57,Change en USD,-95.99,0.00,EUR,TERMINÉ,2499.91
Paiement par carte,Valeur actuelle,2024-11-26 21:15:55,2024-11-27 07:20:39,Coinbase,-254.86,0.00,EUR,TERMINÉ,2245.05
Paiement par carte,Valeur actuelle,2024-11-26 21:10:55,2024-11-27 07:20:41,Coinbase,-250.39,0.00,EUR,TERMINÉ,1994.66
Virement,Valeur actuelle,2024-11-27 21:53:52,2024-11-27 21:53:52,Sur la Pocket EUR Dettes depuis EUR,-302.00,0.00,EUR,TERMINÉ,1692.66
Changes,Valeur actuelle,2024-11-28 00:24:58,2024-11-28 00:24:58,Change en CHF,-1074.80,0.00,EUR,TERMINÉ,617.86
Paiement par carte,Valeur actuelle,2024-11-27 16:22:49,2024-11-28 04:00:48,Coinbase,-9.99,0.00,EUR,TERMINÉ,607.87
Paiement par carte,Valeur actuelle,2024-11-27 16:20:49,2024-11-28 07:20:44,Coinbase,-500.00,0.00,EUR,TERMINÉ,107.87
Changes,Valeur actuelle,2024-11-29 21:17:00,2024-11-29 21:17:00,Change en GBP,-100.00,0.00,EUR,TERMINÉ,7.87
Changes,Valeur actuelle,2024-12-02 07:43:43,2024-12-02 07:43:43,Change en EUR,70.00,0.00,EUR,TERMINÉ,77.87
Paiement par carte,Valeur actuelle,2024-12-02 07:49:16,2024-12-03 13:12:27,Hello Fresh,-56.99,0.00,EUR,TERMINÉ,20.88
Ajout de fonds,Valeur actuelle,2024-12-03 19:53:03,2024-12-03 19:53:05,Paiement envoyé par TRADE REPUBLIC BANK GMBH,2500.00,0.00,EUR,TERMINÉ,2520.88
Changes,Valeur actuelle,2024-12-03 21:23:38,2024-12-03 21:23:38,Transfer to Revolut Digital Assets Europe Ltd,-2500.00,0.00,EUR,TERMINÉ,20.88
Changes,Valeur actuelle,2024-12-05 21:30:33,2024-12-05 21:30:33,Change en EUR,10.00,0.00,EUR,TERMINÉ,30.88
Virement,Valeur actuelle,2024-12-06 01:00:00,2024-12-06 12:49:27,To Basic Fit Ii Sa,-24.99,0.00,EUR,TERMINÉ,5.89
Changes,Valeur actuelle,2024-12-08 13:51:26,2024-12-08 13:51:26,Change en EUR,11.32,0.00,EUR,TERMINÉ,17.21
Virement,Valeur actuelle,2024-12-08 13:52:54,2024-12-08 13:52:55,To TRADE REPUBLIC RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,7.21
Changes,Valeur actuelle,2024-12-14 19:03:48,2024-12-14 19:03:48,Change en EUR,35.95,0.00,EUR,TERMINÉ,43.16
Virement,Valeur actuelle,2024-12-14 19:04:36,2024-12-14 19:04:38,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,33.16
Virement,Valeur actuelle,2024-12-16 01:00:00,2024-12-16 12:50:44,To Keolis Lille Metropole,-27.00,0.00,EUR,TERMINÉ,6.16
Ajout de fonds,Valeur actuelle,2024-12-20 12:37:09,2024-12-20 12:37:10,Paiement envoyé par MONDIAL RELAY,85.50,0.00,EUR,TERMINÉ,91.66
Ajout de fonds,Valeur actuelle,2024-12-27 05:38:42,2024-12-27 05:38:42,Paiement envoyé par MONDIAL RELAY,2507.17,0.00,EUR,TERMINÉ,2598.83
Virement,Valeur actuelle,2024-12-27 09:12:51,2024-12-27 09:12:51,Sur la Pocket EUR Dettes depuis EUR,-302.00,0.00,EUR,TERMINÉ,2296.83
Virement,Valeur actuelle,2024-12-27 09:14:54,2024-12-27 09:14:54,Sur la Pocket EUR Loyer depuis EUR,-460.00,0.00,EUR,TERMINÉ,1836.83
Virement,Valeur actuelle,2024-12-27 09:16:08,2024-12-27 09:16:08,Sur la Pocket EUR Impôts depuis EUR,-280.00,0.00,EUR,TERMINÉ,1556.83
Changes,Valeur actuelle,2024-12-27 15:44:01,2024-12-27 15:44:01,Transfer to Revolut Digital Assets Europe Ltd,-990.00,0.00,EUR,TERMINÉ,566.83
Virement,Valeur actuelle,2024-12-27 22:13:19,2024-12-27 22:13:19,Vers le compte d'investissement,-250.02,0.00,EUR,TERMINÉ,316.81
Paiement par carte,Valeur actuelle,2024-12-27 16:20:09,2024-12-28 03:58:20,Coinbase,-19.99,0.00,EUR,TERMINÉ,296.82
Paiement par carte,Valeur actuelle,2024-12-27 13:34:52,2024-12-28 14:31:48,La Belle Frite,-25.67,0.00,EUR,TERMINÉ,271.15
Changes,Valeur actuelle,2024-12-28 17:54:28,2024-12-28 17:54:28,Change en CHF,-32.04,0.00,EUR,TERMINÉ,239.11
Paiement par carte,Valeur actuelle,2024-12-28 19:46:29,2024-12-29 15:12:35,SNCF,-135.10,0.00,EUR,TERMINÉ,104.01
Virement,Valeur actuelle,2025-01-03 01:00:00,2025-01-03 12:48:09,To Basic Fit Ii Sa,-24.99,0.00,EUR,TERMINÉ,79.02
Paiement par carte,Valeur actuelle,2025-01-06 01:20:42,2025-01-06 12:40:03,Hello Fresh,-56.99,0.00,EUR,TERMINÉ,22.03
Virement,Valeur actuelle,2025-01-07 07:17:26,2025-01-07 07:17:27,To Faniriantsoa RAKOTOARINIVO,-20.00,0.00,EUR,TERMINÉ,2.03
Ajout de fonds,Valeur actuelle,2025-01-13 19:54:45,2025-01-13 19:54:45,Paiement envoyé par TRADE REPUBLIC BANK GMBH,30.00,0.00,EUR,TERMINÉ,32.03
Virement,Valeur actuelle,2025-01-15 01:00:00,2025-01-15 12:50:21,To Keolis Lille Metropole,-27.00,0.00,EUR,TERMINÉ,5.03
Ajout de fonds,Valeur actuelle,2025-01-21 19:50:25,2025-01-21 19:50:26,Paiement envoyé par TRADE REPUBLIC BANK GMBH,20.00,0.00,EUR,TERMINÉ,25.03
Paiement par carte,Valeur actuelle,2025-01-27 16:20:11,2025-01-28 04:17:14,Coinbase,-19.99,0.00,EUR,TERMINÉ,5.04
Ajout de fonds,Valeur actuelle,2025-01-28 19:56:10,2025-01-28 19:56:11,Paiement envoyé par MONDIAL RELAY,2938.14,0.00,EUR,TERMINÉ,2943.18
Changes,Valeur actuelle,2025-01-28 23:19:44,2025-01-28 23:19:44,Transfer to Revolut Digital Assets Europe Ltd,-464.21,0.00,EUR,TERMINÉ,2478.97
Virement,Valeur actuelle,2025-01-30 08:22:48,2025-01-30 08:50:54,To Faniriantsoa RAKOTOARINIVO,-302.00,0.00,EUR,TERMINÉ,2176.97
Changes,Valeur actuelle,2025-01-30 09:25:51,2025-01-30 09:25:51,Change en CHF,-1271.95,0.00,EUR,TERMINÉ,905.02
Virement,Valeur actuelle,2025-01-30 09:26:23,2025-01-30 09:26:23,Sur la Pocket EUR Loyer depuis EUR,-460.00,0.00,EUR,TERMINÉ,445.02
Virement,Valeur actuelle,2025-01-31 01:00:00,2025-01-31 12:47:00,To Basic Fit Ii Sa,-24.99,0.00,EUR,TERMINÉ,420.03
Changes,Valeur actuelle,2025-01-31 22:09:30,2025-01-31 22:09:30,Change en CHF,-1.49,0.00,EUR,TERMINÉ,418.54
Changes,Valeur actuelle,2025-01-31 22:14:02,2025-01-31 22:14:03,Change en GBP,-240.48,0.00,EUR,TERMINÉ,178.06
Paiement par carte,Valeur actuelle,2025-01-31 23:39:56,2025-02-02 06:18:46,EasyJet,-68.59,0.00,EUR,TERMINÉ,109.47
Paiement par carte,Valeur actuelle,2025-02-01 17:55:26,2025-02-02 12:41:21,SBB CFF FFS,-4.14,0.00,EUR,TERMINÉ,105.33
Paiement par carte,Valeur actuelle,2025-02-02 16:17:57,2025-02-03 10:53:41,RATP,-4.50,0.00,EUR,TERMINÉ,100.83
Paiement par carte,Valeur actuelle,2025-02-02 18:01:10,2025-02-03 11:56:30,Subway,-10.20,0.00,EUR,TERMINÉ,90.63
Paiement par carte,Valeur actuelle,2025-02-02 11:38:13,2025-02-03 15:40:31,Coop Tankstelle,-18.00,0.00,EUR,TERMINÉ,72.63
Ajout de fonds,Valeur actuelle,2025-02-04 06:04:56,2025-02-04 06:04:56,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,750.00,0.00,EUR,TERMINÉ,822.63
Changes,Valeur actuelle,2025-02-04 06:17:54,2025-02-04 06:17:54,Transfer to Revolut Digital Assets Europe Ltd,-510.00,0.00,EUR,TERMINÉ,312.63
Paiement par carte,Valeur actuelle,2025-02-03 18:50:12,2025-02-04 06:40:56,Deliveroo,-36.29,0.00,EUR,TERMINÉ,276.34
Paiement par carte,Valeur actuelle,2025-02-03 12:32:58,2025-02-04 10:01:05,Atelier Sushi,-9.90,0.00,EUR,TERMINÉ,266.44
Virement,Valeur actuelle,2025-02-04 18:14:25,2025-02-04 18:14:26,Virement à un utilisateur Revolut,-5.00,0.00,EUR,TERMINÉ,261.44
Paiement par carte,Valeur actuelle,2025-02-04 12:24:11,2025-02-05 09:45:08,Atelier Sushi,-10.90,0.00,EUR,TERMINÉ,250.54
Virement,Valeur actuelle,2025-02-05 23:20:46,2025-02-05 23:20:48,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,240.54
Changes,Valeur actuelle,2025-02-05 23:32:28,2025-02-05 23:32:28,Change en GBP,-100.00,0.00,EUR,TERMINÉ,140.54
Virement,Valeur actuelle,2025-02-06 08:17:04,2025-02-06 08:54:47,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,130.54
Ajout de fonds,Valeur actuelle,2025-02-06 15:48:39,2025-02-06 15:48:40,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,400.00,0.00,EUR,TERMINÉ,530.54
Changes,Valeur actuelle,2025-02-06 15:51:39,2025-02-06 15:51:39,Transfer to Revolut Digital Assets Europe Ltd,-438.23,0.00,EUR,TERMINÉ,92.31
Virement,Valeur actuelle,2025-02-13 08:14:12,2025-02-13 09:09:03,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,82.31
Virement,Valeur actuelle,2025-02-17 01:00:00,2025-02-17 12:56:56,To Keolis Lille Metropole,-27.00,0.00,EUR,TERMINÉ,55.31
Virement,Valeur actuelle,2025-02-20 08:16:58,2025-02-20 08:50:16,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,45.31
Virement,Valeur actuelle,2025-02-21 01:00:00,2025-02-21 12:49:09,To Bouygues Telecom,-24.99,0.00,EUR,TERMINÉ,20.32
Changes,Valeur actuelle,2025-02-24 16:15:05,2025-02-24 16:15:05,Change en EUR,20.00,0.00,EUR,TERMINÉ,40.32
Ajout de fonds,Valeur actuelle,2025-02-25 19:57:00,2025-02-25 19:57:01,Paiement envoyé par MONDIAL RELAY,3041.95,0.00,EUR,TERMINÉ,3082.27
Virement,Valeur actuelle,2025-02-25 20:52:24,2025-02-25 20:52:24,Vers le compte d'investissement,-238.37,0.00,EUR,TERMINÉ,2843.90
Virement,Valeur actuelle,2025-02-26 07:53:42,2025-02-26 07:53:42,Sur la Pocket EUR Dettes depuis EUR,-302.00,0.00,EUR,TERMINÉ,2541.90
Virement,Valeur actuelle,2025-02-26 07:54:17,2025-02-26 07:54:17,Sur la Pocket EUR Loyer depuis EUR,-460.00,0.00,EUR,TERMINÉ,2081.90
Changes,Valeur actuelle,2025-02-26 07:54:41,2025-02-26 07:54:41,Change en CHF,-1279.86,0.00,EUR,TERMINÉ,802.04
Changes,Valeur actuelle,2025-02-26 07:58:37,2025-02-26 07:58:37,Change en GBP,-700.00,0.00,EUR,TERMINÉ,102.04
Virement,Valeur actuelle,2025-02-27 08:18:33,2025-02-27 08:52:04,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,92.04
Virement,Valeur actuelle,2025-02-27 12:37:16,2025-02-27 12:37:18,To Faniriantsoa RAKOTOARINIVO,-50.00,0.00,EUR,TERMINÉ,42.04
Virement,Valeur actuelle,2025-02-27 22:55:34,2025-02-27 22:55:36,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,32.04
Ajout de fonds,Valeur actuelle,2025-02-28 08:15:07,2025-02-28 08:15:08,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,300.00,0.00,EUR,TERMINÉ,332.04
Virement,Valeur actuelle,2025-02-28 08:16:11,2025-02-28 08:16:13,To Faniriantsoa RAKOTOARINIVO,-200.00,0.00,EUR,TERMINÉ,132.04
Virement,Valeur actuelle,2025-02-28 01:00:00,2025-02-28 12:48:38,To Basic Fit Ii Sa,-24.99,0.00,EUR,TERMINÉ,107.05
Ajout de fonds,Valeur actuelle,2025-03-02 08:56:39,2025-03-02 08:56:39,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,200.00,0.00,EUR,TERMINÉ,307.05
Virement,Valeur actuelle,2025-03-02 08:57:16,2025-03-02 08:57:18,To Faniriantsoa RAKOTOARINIVO,-200.00,0.00,EUR,TERMINÉ,107.05
Virement,Valeur actuelle,2025-03-03 19:38:05,2025-03-03 19:38:06,To Faniriantsoa RAKOTOARINIVO,-80.00,0.00,EUR,TERMINÉ,27.05
Virement,Valeur actuelle,2025-03-06 08:17:23,2025-03-06 08:51:17,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,17.05
Changes,Valeur actuelle,2025-03-08 23:05:52,2025-03-08 23:05:52,Change en EUR,140.00,0.00,EUR,TERMINÉ,157.05
Virement,Valeur actuelle,2025-03-08 23:07:18,2025-03-08 23:07:18,Virement à un utilisateur Revolut,-132.08,0.00,EUR,TERMINÉ,24.97
Ajout de fonds,Valeur actuelle,2025-03-09 15:09:06,2025-03-09 15:09:07,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,100.00,0.00,EUR,TERMINÉ,124.97
Virement,Valeur actuelle,2025-03-09 15:47:28,2025-03-09 15:47:29,Virement à un utilisateur Revolut,-100.00,0.00,EUR,TERMINÉ,24.97
Virement,Valeur actuelle,2025-03-13 08:14:36,2025-03-13 08:51:51,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,14.97
Changes,Valeur actuelle,2025-03-13 19:28:54,2025-03-13 19:28:54,Change en EUR,100.00,0.00,EUR,TERMINÉ,114.97
Virement,Valeur actuelle,2025-03-13 19:29:45,2025-03-13 19:29:45,Virement à un utilisateur Revolut,-100.00,0.00,EUR,TERMINÉ,14.97
Changes,Valeur actuelle,2025-03-14 09:36:06,2025-03-14 09:36:06,Change en EUR,52.11,0.00,EUR,TERMINÉ,67.08
Virement,Valeur actuelle,2025-03-17 01:00:00,2025-03-17 12:57:42,To Keolis Lille Metropole,-27.00,0.00,EUR,TERMINÉ,40.08
Virement,Valeur actuelle,2025-03-20 08:17:26,2025-03-20 08:51:17,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,30.08
Virement,Valeur actuelle,2025-03-21 01:00:00,2025-03-21 12:49:28,To Bouygues Telecom,-14.99,0.00,EUR,TERMINÉ,15.09
Changes,Valeur actuelle,2025-03-23 19:18:24,2025-03-23 19:18:24,Change en EUR,119.49,0.00,EUR,TERMINÉ,134.58
Changes,Valeur actuelle,2025-03-23 19:19:13,2025-03-23 19:19:13,Change en CHF,-21.05,0.00,EUR,TERMINÉ,113.53
Paiement par carte,Valeur actuelle,2025-03-25 12:27:10,2025-03-26 11:56:17,Match,-22.95,0.00,EUR,TERMINÉ,90.58
Paiement par carte,Valeur actuelle,2025-03-24 17:16:26,2025-03-26 12:12:09,PB Poulet Braisé,-11.00,0.00,EUR,TERMINÉ,79.58
Paiement par carte,Valeur actuelle,2025-03-25 19:57:59,2025-03-26 13:11:01,Carrefour,-16.90,0.00,EUR,TERMINÉ,62.68
Ajout de fonds,Valeur actuelle,2025-03-26 19:58:32,2025-03-26 19:58:32,Paiement envoyé par MONDIAL RELAY,2727.55,0.00,EUR,TERMINÉ,2790.23
Changes,Valeur actuelle,2025-03-26 22:25:11,2025-03-26 22:25:11,Change en CHF,-1264.98,0.00,EUR,TERMINÉ,1525.25
Virement,Valeur actuelle,2025-03-26 22:26:21,2025-03-26 22:26:21,Sur la Pocket EUR Dettes depuis EUR,-302.00,0.00,EUR,TERMINÉ,1223.25
Virement,Valeur actuelle,2025-03-26 22:26:33,2025-03-26 22:26:33,Sur la Pocket EUR Loyer depuis EUR,-460.00,0.00,EUR,TERMINÉ,763.25
Changes,Valeur actuelle,2025-03-26 22:27:04,2025-03-26 22:27:04,Change en GBP,-602.01,0.00,EUR,TERMINÉ,161.24
Virement,Valeur actuelle,2025-03-26 22:30:24,2025-03-26 22:30:26,To Faniriantsoa RAKOTOARINIVO,-50.00,0.00,EUR,TERMINÉ,111.24
Paiement par carte,Valeur actuelle,2025-03-26 17:50:27,2025-03-27 06:23:55,Deliveroo,-18.39,0.00,EUR,TERMINÉ,92.85
Virement,Valeur actuelle,2025-03-27 08:19:25,2025-03-27 08:50:04,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,82.85
Changes,Valeur actuelle,2025-03-27 13:18:58,2025-03-27 13:18:58,Change en CHF,-2.11,0.00,EUR,TERMINÉ,80.74
Paiement par carte,Valeur actuelle,2025-03-26 12:09:55,2025-03-27 14:15:03,As Villeneuve,-9.90,0.00,EUR,TERMINÉ,70.84
Virement,Valeur actuelle,2025-03-28 01:00:00,2025-03-28 12:53:52,To Basic Fit Ii Sa,-24.99,0.00,EUR,TERMINÉ,45.85
Paiement par carte,Valeur actuelle,2025-03-27 12:51:53,2025-03-28 15:48:05,As Villeneuve,-13.90,0.00,EUR,TERMINÉ,31.95
Virement,Valeur actuelle,2025-03-29 22:01:57,2025-03-29 22:01:59,To Malalasoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,21.95
Changes,Valeur actuelle,2025-03-30 14:16:17,2025-03-30 14:16:17,Change en EUR,119.07,0.00,EUR,TERMINÉ,141.02
Virement,Valeur actuelle,2025-03-30 14:18:33,2025-03-30 14:18:36,Virement à un utilisateur Revolut,-100.00,0.00,EUR,TERMINÉ,41.02
Changes,Valeur actuelle,2025-03-30 14:41:18,2025-03-30 14:41:18,Change en EUR,178.60,0.00,EUR,TERMINÉ,219.62
Virement,Valeur actuelle,2025-03-30 14:41:51,2025-03-30 14:41:53,To Faniriantsoa RAKOTOARINIVO,-100.00,0.00,EUR,TERMINÉ,119.62
Virement,Valeur actuelle,2025-03-31 16:59:33,2025-04-01 03:02:02,To Malalasoa RAKOTOARINIVO,-70.00,0.00,EUR,TERMINÉ,49.62
Virement,Valeur actuelle,2025-04-03 09:25:24,2025-04-03 09:55:05,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,39.62
Changes,Valeur actuelle,2025-04-06 20:37:53,2025-04-06 20:37:54,Change en EUR,200.00,0.00,EUR,TERMINÉ,239.62
Virement,Valeur actuelle,2025-04-06 20:38:28,2025-04-06 20:38:30,To Faniriantsoa RAKOTOARINIVO,-200.00,0.00,EUR,TERMINÉ,39.62
Ajout de fonds,Valeur actuelle,2025-04-07 08:42:10,2025-04-07 08:42:11,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,500.00,0.00,EUR,TERMINÉ,539.62
Changes,Valeur actuelle,2025-04-07 08:42:37,2025-04-07 08:42:37,Change en GBP,-500.00,0.00,EUR,TERMINÉ,39.62
Virement,Valeur actuelle,2025-04-10 09:24:03,2025-04-10 09:50:26,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,29.62
Changes,Valeur actuelle,2025-04-10 23:00:29,2025-04-10 23:00:29,Change en EUR,121.27,0.00,EUR,TERMINÉ,150.89
Virement,Valeur actuelle,2025-04-10 23:01:04,2025-04-10 23:01:06,To Faniriantsoa RAKOTOARINIVO,-100.00,0.00,EUR,TERMINÉ,50.89
Changes,Valeur actuelle,2025-04-13 12:47:34,2025-04-13 12:47:35,Change en EUR,401.68,0.00,EUR,TERMINÉ,452.57
Virement,Valeur actuelle,2025-04-13 12:51:10,2025-04-13 12:51:11,Virement à un utilisateur Revolut,-145.69,0.00,EUR,TERMINÉ,306.88
Virement,Valeur actuelle,2025-04-13 13:33:05,2025-04-13 13:33:06,Virement à un utilisateur Revolut,-117.16,0.00,EUR,TERMINÉ,189.72
Ajout de fonds,Valeur actuelle,2025-04-15 07:44:09,2025-04-15 07:44:09,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,500.00,0.00,EUR,TERMINÉ,689.72
Changes,Valeur actuelle,2025-04-15 07:45:14,2025-04-15 07:45:15,Change en GBP,-642.32,0.00,EUR,TERMINÉ,47.40
Virement,Valeur actuelle,2025-04-15 02:00:00,2025-04-15 12:55:04,To Keolis Lille Metropole,-27.00,0.00,EUR,TERMINÉ,20.40
Changes,Valeur actuelle,2025-04-17 09:26:16,2025-04-17 09:26:17,Change en EUR,34.83,0.00,EUR,TERMINÉ,55.23
Virement,Valeur actuelle,2025-04-17 09:14:39,2025-04-17 09:51:25,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,45.23
Changes,Valeur actuelle,2025-04-17 15:40:21,2025-04-17 15:40:21,Change en EUR,45.23,0.00,EUR,TERMINÉ,90.46
Paiement par carte,Valeur actuelle,2025-04-17 15:56:03,2025-04-18 12:09:11,Auchan,-75.58,0.00,EUR,TERMINÉ,14.88
Changes,Valeur actuelle,2025-04-18 21:39:31,2025-04-18 21:39:32,Change en EUR,36.90,0.00,EUR,TERMINÉ,51.78
Paiement par carte,Valeur actuelle,2025-04-18 21:40:03,2025-04-19 06:29:08,SBB CFF FFS,-31.30,0.00,EUR,TERMINÉ,20.48
Changes,Valeur actuelle,2025-04-19 23:54:29,2025-04-19 23:54:30,Change en EUR,116.29,0.00,EUR,TERMINÉ,136.77
Virement,Valeur actuelle,2025-04-19 23:55:24,2025-04-19 23:55:25,To Faniriantsoa RAKOTOARINIVO,-50.00,0.00,EUR,TERMINÉ,86.77
Virement,Valeur actuelle,2025-04-22 02:00:00,2025-04-22 12:50:00,To Bouygues Telecom,-14.99,0.00,EUR,TERMINÉ,71.78
Changes,Valeur actuelle,2025-04-22 13:32:02,2025-04-22 13:32:02,Change en CHF,-53.85,0.00,EUR,TERMINÉ,17.93
Changes,Valeur actuelle,2025-04-24 09:01:20,2025-04-24 09:01:20,Change en EUR,30.50,0.00,EUR,TERMINÉ,48.43
Virement,Valeur actuelle,2025-04-24 09:15:05,2025-04-24 09:53:00,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,38.43
Changes,Valeur actuelle,2025-04-25 10:28:06,2025-04-25 10:28:06,Change en EUR,116.88,0.00,EUR,TERMINÉ,155.31
Virement,Valeur actuelle,2025-04-25 10:28:55,2025-04-25 10:28:57,To Faniriantsoa RAKOTOARINIVO,-70.00,0.00,EUR,TERMINÉ,85.31
Ajout de fonds,Valeur actuelle,2025-04-25 10:30:44,2025-04-25 10:30:44,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,800.00,0.00,EUR,TERMINÉ,885.31
Changes,Valeur actuelle,2025-04-25 10:33:08,2025-04-25 10:33:08,Change en GBP,-823.28,0.00,EUR,TERMINÉ,62.03
Virement,Valeur actuelle,2025-04-25 02:00:00,2025-04-25 12:53:36,To Basic Fit Ii Sa,-24.99,0.00,EUR,TERMINÉ,37.04
Ajout de fonds,Valeur actuelle,2025-04-25 19:53:07,2025-04-25 19:53:08,Paiement envoyé par MONDIAL RELAY,3697.77,0.00,EUR,TERMINÉ,3734.81
Virement,Valeur actuelle,2025-04-25 20:05:29,2025-04-25 20:05:29,Sur la Pocket EUR Dettes depuis EUR,-302.00,0.00,EUR,TERMINÉ,3432.81
Virement,Valeur actuelle,2025-04-25 20:05:37,2025-04-25 20:05:37,Sur la Pocket EUR Loyer depuis EUR,-460.00,0.00,EUR,TERMINÉ,2972.81
Changes,Valeur actuelle,2025-04-25 20:05:59,2025-04-25 20:05:59,Change en CHF,-1276.83,0.00,EUR,TERMINÉ,1695.98
Changes,Valeur actuelle,2025-04-25 20:07:07,2025-04-25 20:07:07,Change en GBP,-1596.09,0.00,EUR,TERMINÉ,99.89
Changes,Valeur actuelle,2025-04-26 12:31:32,2025-04-26 12:31:32,Change en CHF,-90.78,0.00,EUR,TERMINÉ,9.11
Paiement par carte,Valeur actuelle,2025-04-26 11:04:29,2025-04-27 14:57:23,Berner Münster,-6.41,0.00,EUR,TERMINÉ,2.70
Paiement par carte,Valeur actuelle,2025-04-26 10:49:58,2025-04-27 14:57:36,BERNMOBIL,-2.14,0.00,EUR,TERMINÉ,0.56
Changes,Valeur actuelle,2025-04-30 19:27:24,2025-04-30 19:27:24,Change en EUR,10.00,0.00,EUR,TERMINÉ,10.56
Changes,Valeur actuelle,2025-05-01 15:50:55,2025-05-01 15:50:55,Change en EUR,176.37,0.00,EUR,TERMINÉ,186.93
Virement,Valeur actuelle,2025-05-01 15:52:03,2025-05-01 15:52:05,To Faniriantsoa RAKOTOARINIVO,-100.00,0.00,EUR,TERMINÉ,86.93
Virement,Valeur actuelle,2025-05-01 10:32:09,2025-05-02 03:00:53,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,76.93
Paiement par carte,Valeur actuelle,2025-05-02 12:37:27,2025-05-04 14:38:27,Aux Indes Signat,-9.50,0.00,EUR,TERMINÉ,67.43
Paiement par carte,Valeur actuelle,2025-05-03 11:23:04,2025-05-04 16:03:14,Carrefour,-32.87,0.00,EUR,TERMINÉ,34.56
Paiement par carte,Valeur actuelle,2025-05-03 19:24:39,2025-05-04 16:03:14,Carrefour,-19.76,0.00,EUR,TERMINÉ,14.80
Paiement par carte,Valeur actuelle,2025-05-03 11:11:10,2025-05-05 12:33:55,L'Aziza,-4.40,0.00,EUR,TERMINÉ,10.40
Ajout de fonds,Valeur actuelle,2025-05-07 13:35:48,2025-05-07 13:35:49,Paiement envoyé par FANIRIANTSOA TIANA MICKAËL RAKOTOARINIVO,800.00,0.00,EUR,TERMINÉ,810.40
Changes,Valeur actuelle,2025-05-07 13:39:40,2025-05-07 13:39:40,Change en GBP,-304.87,0.00,EUR,TERMINÉ,505.53
Virement,Valeur actuelle,2025-05-08 09:17:13,2025-05-08 09:52:08,To Faniriantsoa RAKOTOARINIVO,-10.00,0.00,EUR,TERMINÉ,495.53
Virement,Valeur actuelle,2025-05-08 13:34:40,2025-05-08 13:34:42,To Faniriantsoa RAKOTOARINIVO,-100.00,0.00,EUR,TERMINÉ,395.53
Changes,Valeur actuelle,2025-05-08 13:37:29,2025-05-08 13:37:29,Change en CHF,-376.97,0.00,EUR,TERMINÉ,18.56
Changes,Valeur actuelle,2025-05-08 13:40:18,2025-05-08 13:40:18,Change en CHF,-18.56,0.00,EUR,TERMINÉ,0.00
